idx,Machine_Name,Item No,working time,Thickness 1(mm),Thickness 2(mm),weld force(bar),weld current(kA),weld Voltage(v),weld time(ms),Thickness 1(mm)_scaled,Thickness 2(mm)_scaled,weld force(bar)_scaled,weld current(kA)_scaled,weld Voltage(v)_scaled,weld time(ms)_scaled,is_anomaly
426,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.6,2.7060000000000004,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.1233541634938249,0.0719283425782006,-1.1457221349398663,0
427,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.6,2.7060000000000004,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.1233541634938249,0.0719283425782006,0.43649902211044,0
428,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.61,2.707,70.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.0223401969050745,0.1124164369695475,-2.727943291990173,0
429,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.61,2.707,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.0223401969050745,0.1124164369695475,-1.1457221349398663,0
430,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.65,2.7060000000000004,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.6182843305501461,0.0719283425782006,0.43649902211044,0
431,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.65,2.7060000000000004,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.6182843305501461,0.0719283425782006,0.43649902211044,0
432,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.6,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.1233541634938249,-0.090024034987295,0.43649902211044,0
433,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.6,2.702,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.1233541634938249,-0.090024034987295,2.0187201791607468,0
434,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.62,2.693,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.9213262303163604,-0.4544168845096153,-1.1457221349398663,0
435,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.62,2.693,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.9213262303163604,-0.4544168845096153,-1.1457221349398663,0
436,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.56,2.697,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.5274100298487532,-0.2924645069441376,0.43649902211044,0
437,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.56,2.697,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.5274100298487532,-0.2924645069441376,0.43649902211044,0
438,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.590000000000002,2.699,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.2243681300825389,-0.2114883181614078,0.43649902211044,0
439,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.590000000000002,2.699,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.2243681300825389,-0.2114883181614078,0.43649902211044,0
440,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.55,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.6284239964375031,-0.090024034987295,0.43649902211044,0
441,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.55,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.6284239964375031,-0.090024034987295,0.43649902211044,0
442,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.6,2.712,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.1233541634938249,0.3148569089263902,0.43649902211044,0
443,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.6,2.712,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.1233541634938249,0.3148569089263902,-1.1457221349398663,0
444,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.53,2.712,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.8304519296149675,0.3148569089263902,-1.1457221349398663,0
445,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.53,2.712,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.8304519296149675,0.3148569089263902,-1.1457221349398663,0
446,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.38,14.55,2.7110000000000003,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2801866994998014,-1.6284239964375031,0.2743688145350432,-1.1457221349398663,0
447,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.38,14.55,2.7110000000000003,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2801866994998014,-1.6284239964375031,0.2743688145350432,-1.1457221349398663,0
448,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.56,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.5274100298487532,-0.090024034987295,0.43649902211044,0
449,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.56,2.702,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.5274100298487532,-0.090024034987295,2.0187201791607468,0
450,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.33,14.58,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-1.3253820966712888,-0.13051212937866,-1.1457221349398663,0
451,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.33,14.58,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-1.3253820966712888,-0.13051212937866,0.43649902211044,0
452,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.570000000000002,2.698,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.426396063260003,-0.2519764125527727,-1.1457221349398663,0
453,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.570000000000002,2.698,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.426396063260003,-0.2519764125527727,0.43649902211044,0
454,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.54,2.696,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.729437963026217,-0.3329526013355026,2.0187201791607468,0
455,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.54,2.696,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.729437963026217,-0.3329526013355026,-1.1457221349398663,0
456,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.56,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.5274100298487532,-0.1710002237700249,0.43649902211044,0
457,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.56,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.5274100298487532,-0.1710002237700249,0.43649902211044,0
458,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.55,2.707,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.6284239964375031,0.1124164369695475,0.43649902211044,0
459,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.55,2.707,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.6284239964375031,0.1124164369695475,-1.1457221349398663,0
460,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.38,14.54,2.7110000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2801866994998014,-1.729437963026217,0.2743688145350432,0.43649902211044,0
461,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.38,14.54,2.7110000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2801866994998014,-1.729437963026217,0.2743688145350432,0.43649902211044,0
462,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.38,14.590000000000002,2.71,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2801866994998014,-1.2243681300825389,0.2338807201436603,-1.1457221349398663,0
463,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.38,14.590000000000002,2.71,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2801866994998014,-1.2243681300825389,0.2338807201436603,0.43649902211044,0
464,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.58,2.708,70.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.3253820966712888,0.1529045313609304,-2.727943291990173,0
465,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.58,2.708,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.3253820966712888,0.1529045313609304,-1.1457221349398663,0
466,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.61,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.0223401969050745,-0.090024034987295,0.43649902211044,0
467,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.61,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.0223401969050745,-0.090024034987295,0.43649902211044,0
468,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.33,14.6,2.6910000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-1.1233541634938249,-0.5353930732923452,0.43649902211044,0
469,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.33,14.6,2.6910000000000003,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-1.1233541634938249,-0.5353930732923452,2.0187201791607468,0
470,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.590000000000002,2.695,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.2243681300825389,-0.3734406957268855,-1.1457221349398663,0
471,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.590000000000002,2.695,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.2243681300825389,-0.3734406957268855,-1.1457221349398663,0
472,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.64,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.7192982971388961,-0.1710002237700249,0.43649902211044,0
473,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.64,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.7192982971388961,-0.1710002237700249,0.43649902211044,0
474,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.62,2.708,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.9213262303163604,0.1529045313609304,0.43649902211044,0
475,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.62,2.708,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.9213262303163604,0.1529045313609304,0.43649902211044,0
476,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.38,14.56,2.712,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2801866994998014,-1.5274100298487532,0.3148569089263902,0.43649902211044,0
477,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.38,14.56,2.712,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2801866994998014,-1.5274100298487532,0.3148569089263902,0.43649902211044,0
478,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.590000000000002,2.713,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.2243681300825389,0.3553450033177731,0.43649902211044,0
479,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.590000000000002,2.713,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.2243681300825389,0.3553450033177731,-1.1457221349398663,0
480,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.570000000000002,2.708,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.426396063260003,0.1529045313609304,-1.1457221349398663,0
481,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.570000000000002,2.708,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.426396063260003,0.1529045313609304,-1.1457221349398663,0
482,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.31,14.6,2.7030000000000003,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,-1.1233541634938249,-0.0495359405959121,-1.1457221349398663,0
483,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.31,14.6,2.7030000000000003,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,-1.1233541634938249,-0.0495359405959121,-1.1457221349398663,0
484,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.590000000000002,2.7030000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.2243681300825389,-0.0495359405959121,0.43649902211044,0
485,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.590000000000002,2.7030000000000003,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.2243681300825389,-0.0495359405959121,2.0187201791607468,0
486,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.58,2.698,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.3253820966712888,-0.2519764125527727,-1.1457221349398663,0
487,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.58,2.698,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.3253820966712888,-0.2519764125527727,0.43649902211044,0
488,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.590000000000002,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.2243681300825389,-0.13051212937866,-1.1457221349398663,0
489,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.590000000000002,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.2243681300825389,-0.13051212937866,0.43649902211044,0
490,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.38,14.58,2.7030000000000003,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2801866994998014,-1.3253820966712888,-0.0495359405959121,2.0187201791607468,0
491,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.38,14.58,2.7030000000000003,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2801866994998014,-1.3253820966712888,-0.0495359405959121,-1.1457221349398663,0
492,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.58,2.705,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.3253820966712888,0.0314402481868176,0.43649902211044,0
493,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.58,2.705,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.3253820966712888,0.0314402481868176,0.43649902211044,0
494,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.62,2.7030000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.9213262303163604,-0.0495359405959121,0.43649902211044,0
495,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.62,2.7030000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.9213262303163604,-0.0495359405959121,0.43649902211044,0
496,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.570000000000002,2.7030000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.426396063260003,-0.0495359405959121,0.43649902211044,0
497,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.570000000000002,2.7030000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.426396063260003,-0.0495359405959121,0.43649902211044,0
498,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.590000000000002,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.2243681300825389,-0.1710002237700249,0.43649902211044,0
499,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.590000000000002,2.7,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.2243681300825389,-0.1710002237700249,-1.1457221349398663,0
500,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.590000000000002,2.699,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.2243681300825389,-0.2114883181614078,-1.1457221349398663,0
501,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.590000000000002,2.699,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.2243681300825389,-0.2114883181614078,0.43649902211044,0
502,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.6,2.699,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.1233541634938249,-0.2114883181614078,-1.1457221349398663,0
503,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.6,2.699,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.1233541634938249,-0.2114883181614078,2.0187201791607468,0
504,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.63,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.8203122637276103,-0.0090478462045652,0.43649902211044,0
505,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.63,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.8203122637276103,-0.0090478462045652,0.43649902211044,0
506,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.61,2.7030000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.0223401969050745,-0.0495359405959121,0.43649902211044,0
507,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.61,2.7030000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.0223401969050745,-0.0495359405959121,0.43649902211044,0
508,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.590000000000002,2.708,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.2243681300825389,0.1529045313609304,0.43649902211044,0
509,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.590000000000002,2.708,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.2243681300825389,0.1529045313609304,0.43649902211044,0
510,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.55,2.7060000000000004,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.6284239964375031,0.0719283425782006,0.43649902211044,0
511,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.55,2.7060000000000004,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.6284239964375031,0.0719283425782006,0.43649902211044,0
512,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.55,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.6284239964375031,-0.090024034987295,0.43649902211044,0
513,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.55,2.702,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.6284239964375031,-0.090024034987295,-1.1457221349398663,0
514,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.61,2.697,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.0223401969050745,-0.2924645069441376,-1.1457221349398663,0
515,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.61,2.697,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.0223401969050745,-0.2924645069441376,0.43649902211044,0
516,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.61,2.7,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.0223401969050745,-0.1710002237700249,-1.1457221349398663,0
517,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.61,2.7,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.0223401969050745,-0.1710002237700249,2.0187201791607468,0
518,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.55,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.6284239964375031,-0.090024034987295,0.43649902211044,0
519,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.55,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.6284239964375031,-0.090024034987295,0.43649902211044,0
520,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.6,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.1233541634938249,-0.13051212937866,0.43649902211044,0
521,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.6,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.1233541634938249,-0.13051212937866,0.43649902211044,0
522,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.570000000000002,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.426396063260003,-0.13051212937866,0.43649902211044,0
523,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.570000000000002,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.426396063260003,-0.13051212937866,-1.1457221349398663,0
524,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.58,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.3253820966712888,-0.13051212937866,0.43649902211044,0
525,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.58,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.3253820966712888,-0.13051212937866,0.43649902211044,0
526,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.590000000000002,2.7,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.2243681300825389,-0.1710002237700249,-1.1457221349398663,0
527,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.590000000000002,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.2243681300825389,-0.1710002237700249,0.43649902211044,0
528,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.33,14.55,2.701,70.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-1.6284239964375031,-0.13051212937866,-2.727943291990173,0
529,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.33,14.55,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-1.6284239964375031,-0.13051212937866,-1.1457221349398663,0
530,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.6,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.1233541634938249,-0.090024034987295,0.43649902211044,0
531,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.6,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.1233541634938249,-0.090024034987295,0.43649902211044,0
532,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.6,2.696,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.1233541634938249,-0.3329526013355026,0.43649902211044,0
533,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.6,2.696,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.1233541634938249,-0.3329526013355026,2.0187201791607468,0
534,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.590000000000002,2.702,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.2243681300825389,-0.090024034987295,-1.1457221349398663,0
535,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.590000000000002,2.702,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.2243681300825389,-0.090024034987295,-1.1457221349398663,0
536,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.61,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.0223401969050745,-0.090024034987295,0.43649902211044,0
537,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.61,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.0223401969050745,-0.090024034987295,0.43649902211044,0
538,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.590000000000002,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.2243681300825389,-0.090024034987295,0.43649902211044,0
539,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.590000000000002,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.2243681300825389,-0.090024034987295,0.43649902211044,0
540,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.64,2.699,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.7192982971388961,-0.2114883181614078,0.43649902211044,0
541,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.3600000000000003,14.64,2.699,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.7192982971388961,-0.2114883181614078,0.43649902211044,0
542,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.68,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-0.3152424307839317,-0.1710002237700249,0.43649902211044,0
543,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.34,14.68,2.7,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-0.3152424307839317,-0.1710002237700249,-1.1457221349398663,0
544,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.65,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.6182843305501461,-0.13051212937866,-1.1457221349398663,0
545,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.35,14.65,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.6182843305501461,-0.13051212937866,-1.1457221349398663,0
546,Spot-01,65235-25800,2020-03-30,0.7,0.7,2.37,14.64,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-0.7192982971388961,-0.13051212937866,-1.1457221349398663,0
